label,tweet
sadness,ada orang yang berubah  jadi lebih positif atau negatif  kita tidak pernah tau the biggest reason kenapa dia berubah  kalau salah ya dikasih tau jangan dihujat
happy,   manusialah  polisi penjaga yang bertugas di sekitar makam mantan presiden mustafa kemal nah karena tinggi dan seperti patung saya tertarik foto hahaha
anger,ini ya       kalian lucu ya masak pas saya orderada lho stoknya kok bisanya sekarang bilang tidak ada stok  loreal pun responnya lambat banget   saya tanya dari tanggal  dan bru drespon hari ini itupu karena saya tanya lagi   bagaimana sih kalian tidak profesional banget   
anger,warisan untuk anak  jadi ingat yang mempergunakan jabatan untuk antar jemput dan akomodasi anak di luar negeri      itu warisan yang baik untuk anak
sadness,bagaimana burung yang  jago  itu dapat dengan mudah tertipu  dan kembali dari perjalanan panjang mereka hanya dengan mulut yang penuh dengan plastik 
anger,         saya tidak butuh jawaban yang template kak   ini orang    mana ya kok tidak ada jwab   saya sudah order dari tanggal  mei lho   dan sampai sekarang blom sampai brgnya  
anger,    kalian lemah kalian bukan level kami jak  ojok lali keset             
fear,hidup adalah petualangan yang penuh misteri  itu sebabnya semua manusia memiliki rasa takut  was was dan kuatir saat menjalaninya  hanya bersama yesus segala ketakutan menjadi hilang 
sadness,   dorongan orangtua pun begitu  anaknya harus pandai dalam bidang akademik  ya tidak salah orangtua cuma mau yang terbaik  tapi cara menyikapinya yang salah
anger,jelas terdengar nyata teriakan hiszbut tahrir  singkirkan sekat sekat nasionalisme  ini yang kami tidak rela  rasa kebangsaan yang hendak dihilangkan  tanah air dilenyapkan  digantikan kepemimpinan transnasional entah di bawah khalifah siapa  bertobat
happy,di kawasan puja mandala  bali  kita dapat melihat lima bangunan peribadatan yang berderet  mulai dari masjid  gereja katolik  wihara  gereja kristen protestan  dan pura   agama sekaligus  bukti tempat ini layak dinobatkan sebagai ikon toleransi indonesia   
happy,kalo abis saur suka langsung kulsub  kuliah subuh  abis adzan subuh sudah nya main sampai matahari terbit patariktatik lodong sama anak rw sebelah 
happy,jakarta juga punya bukti kerukunan umat beragama yang lainnya  contohnya masjid al muqarrabien dan gereja masehi injil di jakarta utara  mereka saling berbagi tembok yang sempit di jakarta   
happy,anteng main  bayi ini tadi video call ingin dibeliin pesawat robot   setelah edisi mobil robot  dia ketagihan  carinya kapaaan   sekarang saja rapat sampai rabu  jumat udah pulang  mana keukeuh ingin neng yang beliin 
happy,haha tidak sih  kalau ditanya kapan nikah sih aku bakal jawab  yah nanti dulu om tante bude pakde mas mbak  baru kerja juga kok ya mau nabung dulu  nyiapin bekal buat berkeluarga dulu hehe 
anger,tidak sepakat  dan anda menyesatkan orang lain  tidak disemua tempat kita boleh melaksanakan sholat  salah satunya di bangunan yang didirikan untuk kekafiran  salah satunya gereja   aku berlindung kepada allaah swt  dari godaan setan yang terkutuk
anger,belajar agama yang tuntas jadi nga ngarang dalam hidup  isa saja disebut dialquran terus kamu mau jelekin isa   bisa baca alquran tidak    
happy,   wkkwkw emang sifat bawaan dari lahir sih iya  selalu mau hasil yang terbaik    bawa santai ajja sih  nilai kuliah nanti juga tidak terlalu pengaruh buat kerja  lebih penting softskill kan  dan kamu softskillnya udah salah satu yang terbaik di
happy,hahaha      lha die tidak ngomong juga tuh  saat orang minta foto karena ragu dia manusia apa patung aku sempet punya niat pencet hidungnya hahaha     tapi ketinggian 
happy,      alhamdulillah tidak pernah merasa inferior  islam agama paling sempurna  umatnya saja yang inferior merasa islam sama dengan agama lain  islam di liberal kan 
anger,kalo ini tidak ada bukti berarti fitnah  tolong    menindaklanjuti pernyataan ybs  jangan sampai dianggap tidak berani ya pak    
happy,setuju pak jangan korupsi jadi anda tidak takut bicara karena takut ditelanjangi dan berani bicara benar seperti bapak    
fear,sekarang aku kerjaannya cari info  cara ibu yang baru melahirkan buat refreshing   karena kalau tidak refreshing  tubuh tidak bisa bohong tidak sih  takutnya drop dan malah ngaruh ke si bayi
happy,masih ingat banget dulu pas final   kita pulang ngajinya dipercepat biar bisa nonton pertandingan final di tv abis sholat isya  dulu kan tidak banyak re run  amp
happy,      alhamdulillah  indonesia milik allah   kita juga sama   semoga dengan rahmat allah kita sama sama dirindu surga  hanya allah  dzat yang tahu isi hati dan hidayah bagi yang senantiasa yakin pada nya 
anger,            ayo viralkan adu ngaji jokowi yang katanya tukang kriminal kan ulama vs prabowo  calon dari rizieq dkk  calon yang didukung partai allah  ngakunya   buat prabowo jangan pura tuli yah  dengar tuh tantangan jk 
anger,aku pikir partai baru ini isinya orang orang yang sepertinya tidak berpendidikan  utamanya pendidikan agama          buat bro    sebaiknya tidak usah meladeni orang orang yang ingin cepat cepat mendapat pop
happy,  orang orang yang ditempatkan di pulau cendrawasih itu sumbu pendek salah  salah banget  sejauh saya pkl dan ojt serta st beberapa kali   di instansi saya sih yang paling jelas  orangnya asik asik  suabar ngadepin berbagai macam tipe orang dan mereka ahli di bidangnya masing
happy,pa suhada   cy  cleaning yard  di pt duduk manis digenggamnya teh pucuk  dia bilang gini  tuhan juga tau kerjaan aku gimana  ya allah ngakak bgt
anger,intinya  mimpin keluarga dulu  baru boleh bermimpi memimpin yang laen      semua orang setuju  yang tidak setuju  ya brati bukan orang  gitu saja kok repot
anger,abg yang doyan ngerumpi  kalau tidak nyinyir ya bikin gosip tanpa fakta  korban gosipan terakhir pertemuan prabowo amien harus  ikut hadir di mekkah juga tidak eh para abg ini yang sibuk bikin kesimpulan  gatot  
happy,indonesia kian dipandang elok kinerja pak jokowi dan kabinet sukses dengan penuh inovasi dan berjaya seantero nkri yang lain minus terus krna tidak mampu
anger,asal ngomong dan udah pasti ngawur  kasihan pki dijadikan kambing hitam terooos 
happy,coba  sekarang ditambah lagi ya belajar ikhlasnya  iya emang sulit  tapi kalau belajar lama kelamaan pasti bisa  belajar seperti waktu kamu kecil dulu  cuma bedanya sekarang udah tau umur   papski
sadness,dulu pernah belajar  kalau udah suka sama orang susah buat lihat kejelekannya dan kalau udah kesel yah kesel saja  sekarang kayanya hampir semua kaya gitu  rakyat mulai tidak bisa mengapresiasi pemimpinnya  apalagi pemimpin yang dibencinya  dan juga sebaliknya 
happy,alhamdulillah  sudah menjadi fans dari sumber berita antara    ikutan kuy          semoga bisa menjadi 
happy,terima kasih udah bekerja keras kasih kita  army  musik yang berkualitas  musik yang keren  musik yang inspiratif  musik yang menyembuhkan  sehat selalu
fear,prof    mohon kiranya di share cerita lengkap soal foto ibu yang saya jepret saat salat maghrib di gereja ayam pniel kemarin  biar tidak ada informasi yang sepotong sepotong  trims prof
love,sesibuk apapun  jika kamu memang penting untuknya ia akan memberimu kabar  walau tengah malam pun iya akan menyampaikan kalimat yang sedikit membuatmu lega
happy,dulu main telegram niatnya melacak akun akun pro terorisme  lalu coba bikin channel dan kini sudah ada  k subscribers  yang mau gabung ayo kita berteman di sini   
anger,kemerdekaan adalah hak segala bangsa      kec yahudi kurdi   catalonia   koptik   sbgmn kita menutup mata terhadap penjajahan yaman dan qatar artinya standart ganda    
love,nangroe aceh darussalam memang istimewa al fatihah buat teuku markam dan salam hormat buat keluarga teuku markam dari kami rakyat indonesia   
sadness,akhirnya dapat juga       reno  tapi hrganya y gitu deh soalnya sudah kepepet banget udah jauh juga ke mi store beksi tapi zonk   
happy,waktu itu kami bertiga puluh  dipilih dari sekitar  orang yang mendaftar  ya gimana tidak berasa bangga workshop kami diajar oleh fajar arcana  agus noor  dan seno gumira ajidarma    foto   masih       
sadness,kmarin rencna mau sok bagi bagi thr gitu  eh berhubung saya sobat misqueen  tidak jadi deh bagi bagi thr ke dokter tht enak kali yak biar full bass seperti promo free sale
anger,   udah jauh mendingan setidaknya ketua dpr berani ditangkap  dibandingkan dulu  anggota dpr gubernur sampai rt berani korupsi tanpa ada yang berani tangkap
sadness,kereta ke arah rangkas pasti ini wkwkwkw  i feel banget sih perjalanan sejauh ini berdiri   tapi semoga kedepannya bisa disiplin lagi
anger,   selamat malam  seyogyanya jalur sepeda hanya untuk sepeda  dan trotoar untuk pejalan kaki  sesuai dengan uu no    parkir sembarangan adlah tindakan  pura tidak tahu   saya yakin  manajemen    tahu uu tsb     
sadness,aku yang sesungguhnya ada di situ  yang dibunderin ijo  close friends saja alias curhat saja isinya sebagian lagi di twitter karena aku invisible di sini
anger,   akhirnya malu kan bila dipermalukan  etika itu penting dalam berbagai aspek kehidupan  rakyat semua tahu setelah ada sanggahan dan petunjuk yang terlontar  jangan merasa bersih jika tidak bersih 
love, hari terakhir ramadhan  ada  malam yang sangat mulia dari seribu bulan  selamat datang lailatul qadar  kami orang yang beriman sangat merindukan kedatangan mu   
sadness,keinginanku untuk membeli ini itu seketika terhenti karena  kalimat
happy,      semoga kita menjaga dan terjaga sbagai pendukung dua periode yang tidak memalukan ayo kita kuatkan kesatuan untuk dua periode pak jokowi
anger,seharusnya kalau bisnis udah makan uang rumah tangga dan terusan ngegerus  udah stop dan cari bisnis lain  atau cari ide lain  atau ngurangin biaya operasional   misal jualan online dulu  bisa abis kerajaan kalau uang rumah tangga disatuin sama uang bisnis 
anger,miris  marah  jengkel  gedeg saya jeng  jkt baru  tahun dilola oleh orang orang baik  hanya dalam waktu  bulan dirusak oleh orang orang gila 
anger,beberapa hari yang lalu foto aku di posting salah satu akun instagram milik bisnis transportasi kapal laut tanpa izin dan tidak mencantumkan si pemilik karya
anger,brasil  kandidat kuat juara  tapi dihajar jerman    selain neymar yang absen sehingga daya serang turun  thiago silva juga absen  sisanya david luiz  dimana dia  tidak dibawa   cuma  orang pemain yang main di  masih dibawa ke rusia  kunci di neymar yang haus gelar 
anger,   ukuran pmrth prov maupun kab kota suksesadalahdgn hasil ahir olh bapak  predikat wtp  untuk meraih wtp perlu kerja keras semua jajaran pemprov dki sudah berhasil cocot bacot busuk dari para ahokerjokower diminta berhenti dulu fitnahnya tidak ngefek 
fear,dan satu si yang pentiiiing banget  bukan aku sok beragama baik ya  tapi kalau modal bisnis udah dari  riba  mening jangan coba  yakin dan pasti bakal abis bis tidak bersisa  aku udah ngalamin sendiri  bener plek allah kasih bukti sesuai firman dan sunnah rasul 
sadness,padahal tiap mau tidur dah cuci muka sudah skincare routine tapi tiap haid mesti muncul   jerawat ya bedanya setelah rajin skincarean jerawat jadi mudah diatasi dulu long long time agooo jerawat membandel  besar kali  bisa muncul sampai  semuka   
happy,sesungguhnya orang yang gugur di jalan ku tidak lah mati    mereka hidup  bahkan selalu hidup  dan mendapatkan rejeki     kau selalu hidup dalam peradaban  amp
happy,   pendidikan mah nomor  donk za haha   omong-omong aku kyknya milih nyekolahin anak negeri saja  gedein pengeluarannya di jalan   kan itu pendidikan juga buat aku  karena mengalami adalah belajar juga hahaha
anger,dia taruh jari telunjuknya di jidatku  mangkanya  beli susu tuh diminum  vitaminnya jangan kelewat  kan ribet kalau mau jalan ke tempat umum tapi kamunya baru jalan menit udah kliyengan  aku
happy,salah satu kekuatan jokowi adalah dia bersih dari korupsi anak dan keluarga nya tiduk ikut bermain politik   proyek apbn maupun apbd sehingga lawan politiknya tidak menemukan celah untuk menghantamnya meski banyak yang mencari carinya baru latihan ngetweet   saya   
happy,                              keren banget bu menteri disinergikan lintas cinta alam sukses selalu smoga barokah
anger,                                 udah bosan hidup bebas kali ya   minta ditangkap dan dipenjara  tunggu saja
happy,                              duh keren dan matap ama dulur yang tiada hnti untuk sayangi bumi smoga ditularkan didaerah seantero nkri
anger,yang ingin aku sampaikan ini adalah  jangan pernah membiarkan seseorang menggunakan karyamu tanpa izin apalagi dalam bentuk bisnis komersil  karena apapun bentuk karyamu adalah kamu si pemilik hak cipta tersebut  siapapun yang melanggarnya bisa dipidanakan berdasarkan uu ite
happy,malem ini nyoba bikin overnight oat yang kadar pisangnya lebi banyak daripada oatnya  tida lupa ditambah chia seeds  madu  dan vsoy  semoga sahurqu nanti lebih manis daripada angan angan     
fear,lebih banyak cara untuk membenci  karena sangat mudah menemui setan dimanapun kita berada  lebih sulit untuk mencintai sesama  karena setan juga ada dimana mana dan dengan siapa saja
happy,gara gara kapan hari ngopi terus dengerin lagu lagu jadul jaman sd kaya tangga  ello  andien  audy  terus sekarang bikin playlist lagu lagi yang seangkatan   
happy,ini lirik lagunya rendy pandugo    days dalem banget  jadi intinya  setiap ada hubungan itu pasti ada perselisihan  just let it flow and let it be  cause to me  you di be the one that i could see   epic 
anger,                  ini pelecehan tanpa bukti   pancasilais monggo bekerja    buktikan pancasila mu     ada yang percaya kepolisian bisa tangkep ni orang 
happy, minum aqua gelas  terus gelas plastiknya di selipin ke ban belakang sepeda pancal  biar pas jalan keluar bunyi kaya knalpot
anger, jangan cuma nulis di sini  ngomong sama si mulut jamban   
happy,tadi aku happy sekali ke one fifteenth cofee  inet cepat  ada colokan  ngerjain inter dengan damai  pantes pada betah di coffee shop lama lama 
sadness,kita tau  semua manusia pasti punya kelemahan  kekhilafan  lantas apa yang membuat kita merasa jauh lebih suci hanya karena merasa jadi korban  smtr kita lupa    bisa jadi kita jauh lebih bangsat dari orang yang kita sebut biadab
anger,jaman itu harga komoditi booming  harga minyak bumi berapa  membandingkan itu harus apple to apple  dengan pertumbuhan segitu tapi proyek pada mangkrak    
happy, beli dodol lipet yang bisa dibentuk  aku paling suka bentung burungan yang bisa bunyi  atau kalau lagi bosen  dodolnya dikasih sagu terus jadi seperti rambut nenek sihir gitu  lol
happy, main kocok sabun  ambil gelas plastik  masukin air and sabun colek terus dikocok pake sikat gigi  kalau mau halus pake sabun mandi  kocok terus sampai busanya banyak tapi tidak ngerti fungsinya apa  wkwkl
